Control Family,ID,Ownership,Name,Description,Effect(s),Version,Azure Policy Guid
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Azure Stream Analytics jobs should use customer-managed keys to encrypt data,Use customer-managed keys when you want to securely store any metadata and private data assets of your Stream Analytics jobs in your storage account. This gives you total control over how your Stream Analytics data is encrypted.,"audit, Audit, deny, Deny, disabled, Disabled",1:01:00,87ba29ef-1ab3-4d82-b763-87fcd4f531f7)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Azure Synapse workspaces should use customer-managed keys to encrypt data at rest,Use customer-managed keys to control the encryption at rest of the data stored in Azure Synapse workspaces. Customer-managed keys deliver double encryption by adding a second layer of encryption on top of the default encryption with service-managed keys.,"Audit, Deny, Disabled",1:00:00,f7d52b2d-e161-4dfa-a82b-55e564167385)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Bot Service should be encrypted with a customer-managed key,"Azure Bot Service automatically encrypts your resource to protect your data and meet organizational security and compliance commitments. By default, Microsoft-managed encryption keys are used. For greater flexibility in managing keys or controlling access to your subscription, select customer-managed keys, also known as bring your own key (BYOK). Learn more about Azure Bot Service encryption: https://docs.microsoft.com/azure/bot-service/bot-service-encryption.","audit, Audit, deny, Deny, disabled, Disabled",1:01:00,51522a96-0869-4791-82f3-981000c2c67f)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Both operating systems and data disks in Azure Kubernetes Service clusters should be encrypted by customer-managed keys,Encrypting OS and data disks using customer-managed keys provides more control and greater flexibility in key management. This is a common requirement in many regulatory and industry compliance standards.,"Audit, Deny, Disabled",1:00:00,7d7be79c-23ba-4033-84dd-45e2a5ccdd67)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Cognitive Services accounts should enable data encryption with a customer-managed key,"Customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data stored in Cognitive Services to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more about customer-managed keys at https://go.microsoft.com/fwlink/?linkid=2121321.","Audit, Deny, Disabled",2:00:00,67121cc7-ff39-4ab8-b7e3-95b84dab487d)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Container registries should be encrypted with a customer-managed key,"Use customer-managed keys to manage the encryption at rest of the contents of your registries. By default, the data is encrypted at rest with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/acr/CMK.","Audit, Deny, Disabled",1:01:02,5b9159ae-1701-4a6f-9a7a-aa9c8ddd0580)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Define a physical key management process,CMA_0115 - Define a physical key management process,"Manual, Disabled",1:00:00,51e4b233-8ee3-8bdc-8f5f-f33bd0d229b7)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Define cryptographic use,CMA_0120 - Define cryptographic use,"Manual, Disabled",1:00:00,c4ccd607-702b-8ae6-8eeb-fc3339cd4b42)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Define organizational requirements for cryptographic key management,CMA_0123 - Define organizational requirements for cryptographic key management,"Manual, Disabled",1:00:00,d661e9eb-4e15-5ba1-6f02-cdc467db0d6c)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Determine assertion requirements,CMA_0136 - Determine assertion requirements,"Manual, Disabled",1:00:00,7a0ecd94-3699-5273-76a5-edb8499f655a)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Event Hub namespaces should use a customer-managed key for encryption,"Azure Event Hubs supports the option of encrypting data at rest with either Microsoft-managed keys (default) or customer-managed keys. Choosing to encrypt data using customer-managed keys enables you to assign, rotate, disable, and revoke access to the keys that Event Hub will use to encrypt data in your namespace. Note that Event Hub only supports encryption with customer-managed keys for namespaces in dedicated clusters.","Audit, Disabled",1:00:00,a1ad735a-e96f-45d2-a7b2-9a4932cab7ec)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,HPC Cache accounts should use customer-managed key for encryption,"Manage encryption at rest of Azure HPC Cache with customer-managed keys. By default, customer data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management.","Audit, Disabled, Deny",2:00:00,970f84d8-71b6-4091-9979-ace7e3fb6dbb)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Issue public key certificates,CMA_0347 - Issue public key certificates,"Manual, Disabled",1:00:00,97d91b33-7050-237b-3e23-a77d57d84e13)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Logic Apps Integration Service Environment should be encrypted with customer-managed keys,"Deploy into Integration Service Environment to manage encryption at rest of Logic Apps data using customer-managed keys. By default, customer data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management.","Audit, Deny, Disabled",1:00:00,1fafeaf6-7927-4059-a50a-8eb2a7a6f2b5)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Manage symmetric cryptographic keys,CMA_0367 - Manage symmetric cryptographic keys,"Manual, Disabled",1:00:00,9c276cf3-596f-581a-7fbd-f5e46edaa0f4)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Managed disks should be double encrypted with both platform-managed and customer-managed keys,"High security sensitive customers who are concerned of the risk associated with any particular encryption algorithm, implementation, or key being compromised can opt for additional layer of encryption using a different encryption algorithm/mode at the infrastructure layer using platform managed encryption keys. The disk encryption sets are required to use double encryption. Learn more at https://aka.ms/disks-doubleEncryption.","Audit, Deny, Disabled",1:00:00,ca91455f-eace-4f96-be59-e6e2c35b4816)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,MySQL servers should use customer-managed keys to encrypt data at rest,"Use customer-managed keys to manage the encryption at rest of your MySQL servers. By default, the data is encrypted at rest with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management.","AuditIfNotExists, Disabled",1:00:04,83cef61d-dbd1-4b20-a4fc-5fbc7da10833)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,OS and data disks should be encrypted with a customer-managed key,"Use customer-managed keys to manage the encryption at rest of the contents of your managed disks. By default, the data is encrypted at rest with platform-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/disks-cmk.","Audit, Deny, Disabled",3:00:00,702dd420-7fcc-42c5-afe8-4026edd20fe0)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,PostgreSQL servers should use customer-managed keys to encrypt data at rest,"Use customer-managed keys to manage the encryption at rest of your PostgreSQL servers. By default, the data is encrypted at rest with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management.","AuditIfNotExists, Disabled",1:00:04,18adea5e-f416-4d0f-8aa8-d24321e3e274)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Restrict access to private keys,CMA_0445 - Restrict access to private keys,"Manual, Disabled",1:00:00,8d140e8b-76c7-77de-1d46-ed1b2e112444)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Saved-queries in Azure Monitor should be saved in customer storage account for logs encryption,"Link storage account to Log Analytics workspace to protect saved-queries with storage account encryption. Customer-managed keys are commonly required to meet regulatory compliance and for more control over the access to your saved-queries in Azure Monitor. For more details on the above, see https://docs.microsoft.com/azure/azure-monitor/platform/customer-managed-keys?tabs=portal#customer-managed-key-for-saved-queries.","audit, Audit, deny, Deny, disabled, Disabled",1:01:00,fa298e57-9444-42ba-bf04-86e8470e32c7)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,Service Bus Premium namespaces should use a customer-managed key for encryption,"Azure Service Bus supports the option of encrypting data at rest with either Microsoft-managed keys (default) or customer-managed keys. Choosing to encrypt data using customer-managed keys enables you to assign, rotate, disable, and revoke access to the keys that Service Bus will use to encrypt data in your namespace. Note that Service Bus only supports encryption with customer-managed keys for premium namespaces.","Audit, Disabled",1:00:00,295fc8b1-dc9f-4f53-9c61-3f313ceab40a)
Cryptographic Key Establishment and Management,NIST SP 800-53 Rev. 5 SC-12,Shared,SQL managed instances should use customer-managed keys to encrypt data at rest,"Implementing Transparent Data Encryption (TDE) with your own key provides you with increased transparency and control over the TDE Protector, increased security with an HSM-backed external service, and promotion of separation of duties. This recommendation applies to organizations with a related compliance requirement.","Audit, Deny, Disabled",2:00:00,ac01ad65-10e5-46df-bdd9-6b0cad13e1d2)
