Control Family,Control Title,ID,Ownership,Name,Description,Effect(s),Version,Azure Policy Guid
9 AppService,Ensure Azure Keyvaults are used to store secrets,CIS Microsoft Azure Foundations Benchmark recommendation 9.11,Shared,Issue public key certificates,CMA_0347 - Issue public key certificates,"Manual, Disabled",1:00:00,97d91b33-7050-237b-3e23-a77d57d84e13)
9 AppService,Ensure Azure Keyvaults are used to store secrets,CIS Microsoft Azure Foundations Benchmark recommendation 9.11,Shared,Maintain availability of information,CMA_C1644 - Maintain availability of information,"Manual, Disabled",1:00:00,3ad7f0bc-3d03-0585-4d24-529779bb02c2)
9 AppService,Ensure Azure Keyvaults are used to store secrets,CIS Microsoft Azure Foundations Benchmark recommendation 9.11,Shared,Manage symmetric cryptographic keys,CMA_0367 - Manage symmetric cryptographic keys,"Manual, Disabled",1:00:00,9c276cf3-596f-581a-7fbd-f5e46edaa0f4)
9 AppService,Ensure Azure Keyvaults are used to store secrets,CIS Microsoft Azure Foundations Benchmark recommendation 9.11,Shared,Restrict access to private keys,CMA_0445 - Restrict access to private keys,"Manual, Disabled",1:00:00,8d140e8b-76c7-77de-1d46-ed1b2e112444)
9 AppService,Ensure web app redirects all HTTP traffic to HTTPS in Azure App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.2,Shared,---,---,---,---,
9 AppService,Ensure web app redirects all HTTP traffic to HTTPS in Azure App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.2,Shared,App Service apps should only be accessible over HTTPS,Use of HTTPS ensures server/service authentication and protects data in transit from network layer eavesdropping attacks.,"Audit, Disabled, Deny",3:00:00,a4af4a39-4135-47fb-b175-47fbdf85311d)
9 AppService,Ensure web app redirects all HTTP traffic to HTTPS in Azure App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.2,Shared,Configure workstations to check for digital certificates,CMA_0073 - Configure workstations to check for digital certificates,"Manual, Disabled",1:00:00,26daf649-22d1-97e9-2a8a-01b182194d59)
9 AppService,Ensure web app redirects all HTTP traffic to HTTPS in Azure App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.2,Shared,Protect data in transit using encryption,CMA_0403 - Protect data in transit using encryption,"Manual, Disabled",1:00:00,b11697e8-9515-16f1-7a35-477d5c8a1344)
9 AppService,Ensure web app redirects all HTTP traffic to HTTPS in Azure App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.2,Shared,Protect passwords with encryption,CMA_0408 - Protect passwords with encryption,"Manual, Disabled",1:00:00,b2d3e5a2-97ab-5497-565a-71172a729d93)
9 AppService,Ensure web app is using the latest version of TLS encryption,CIS Microsoft Azure Foundations Benchmark recommendation 9.3,Shared,---,---,---,---,
9 AppService,Ensure web app is using the latest version of TLS encryption,CIS Microsoft Azure Foundations Benchmark recommendation 9.3,Shared,App Service apps should use the latest TLS version,Upgrade to the latest TLS version.,"AuditIfNotExists, Disabled",2:00:00,f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b)
9 AppService,Ensure web app is using the latest version of TLS encryption,CIS Microsoft Azure Foundations Benchmark recommendation 9.3,Shared,Configure workstations to check for digital certificates,CMA_0073 - Configure workstations to check for digital certificates,"Manual, Disabled",1:00:00,26daf649-22d1-97e9-2a8a-01b182194d59)
9 AppService,Ensure web app is using the latest version of TLS encryption,CIS Microsoft Azure Foundations Benchmark recommendation 9.3,Shared,Function apps should use the latest TLS version,Upgrade to the latest TLS version.,"AuditIfNotExists, Disabled",2:00:00,f9d614c5-c173-4d56-95a7-b4437057d193)
9 AppService,Ensure web app is using the latest version of TLS encryption,CIS Microsoft Azure Foundations Benchmark recommendation 9.3,Shared,Protect data in transit using encryption,CMA_0403 - Protect data in transit using encryption,"Manual, Disabled",1:00:00,b11697e8-9515-16f1-7a35-477d5c8a1344)
9 AppService,Ensure web app is using the latest version of TLS encryption,CIS Microsoft Azure Foundations Benchmark recommendation 9.3,Shared,Protect passwords with encryption,CMA_0408 - Protect passwords with encryption,"Manual, Disabled",1:00:00,b2d3e5a2-97ab-5497-565a-71172a729d93)
9 AppService,Ensure the web app has 'Client Certificates (Incoming client certificates)' set to 'On',CIS Microsoft Azure Foundations Benchmark recommendation 9.4,Shared,---,---,---,---,
9 AppService,Ensure the web app has 'Client Certificates (Incoming client certificates)' set to 'On',CIS Microsoft Azure Foundations Benchmark recommendation 9.4,Shared,App Service apps should have 'Client Certificates (Incoming client certificates)' enabled,Client certificates allow for the app to request a certificate for incoming requests. Only clients that have a valid certificate will be able to reach the app.,"Audit, Disabled",3:00:00,5bb220d9-2698-4ee4-8404-b9c30c9df609)
9 AppService,Ensure the web app has 'Client Certificates (Incoming client certificates)' set to 'On',CIS Microsoft Azure Foundations Benchmark recommendation 9.4,Shared,Authenticate to cryptographic module,CMA_0021 - Authenticate to cryptographic module,"Manual, Disabled",1:00:00,6f1de470-79f3-1572-866e-db0771352fc8)
9 AppService,Ensure the web app has 'Client Certificates (Incoming client certificates)' set to 'On',CIS Microsoft Azure Foundations Benchmark recommendation 9.4,Shared,Function apps should have 'Client Certificates (Incoming client certificates)' enabled,Client certificates allow for the app to request a certificate for incoming requests. Only clients with valid certificates will be able to reach the app.,"Audit, Disabled",3:00:00,eaebaea7-8013-4ceb-9d14-7eb32271373c)
9 AppService,Ensure that Register with Azure Active Directory is enabled on App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.5,Shared,---,---,---,---,
9 AppService,Ensure that Register with Azure Active Directory is enabled on App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.5,Shared,App Service apps should use managed identity,Use a managed identity for enhanced authentication security,"AuditIfNotExists, Disabled",3:00:00,2b9ad585-36bc-4615-b300-fd4435808332)
9 AppService,Ensure that Register with Azure Active Directory is enabled on App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.5,Shared,Automate account management,CMA_0026 - Automate account management,"Manual, Disabled",1:00:00,2cc9c165-46bd-9762-5739-d2aae5ba90a1)
9 AppService,Ensure that Register with Azure Active Directory is enabled on App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.5,Shared,Function apps should use managed identity,Use a managed identity for enhanced authentication security,"AuditIfNotExists, Disabled",3:00:00,0da106f2-4ca3-48e8-bc85-c638fe6aea8f)
9 AppService,Ensure that Register with Azure Active Directory is enabled on App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.5,Shared,Manage system and admin accounts,CMA_0368 - Manage system and admin accounts,"Manual, Disabled",1:00:00,34d38ea7-6754-1838-7031-d7fd07099821)
9 AppService,Ensure that Register with Azure Active Directory is enabled on App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.5,Shared,Monitor access across the organization,CMA_0376 - Monitor access across the organization,"Manual, Disabled",1:00:00,48c816c5-2190-61fc-8806-25d6f3df162f)
9 AppService,Ensure that Register with Azure Active Directory is enabled on App Service,CIS Microsoft Azure Foundations Benchmark recommendation 9.5,Shared,Notify when account is not needed,CMA_0383 - Notify when account is not needed,"Manual, Disabled",1:00:00,8489ff90-8d29-61df-2d84-f9ab0f4c5e84)
9 AppService,"Ensure that 'PHP version' is the latest, if used to run the web app",CIS Microsoft Azure Foundations Benchmark recommendation 9.6,Shared,---,---,---,---,
9 AppService,"Ensure that 'PHP version' is the latest, if used to run the web app",CIS Microsoft Azure Foundations Benchmark recommendation 9.6,Shared,App Service apps that use PHP should use the latest 'PHP version',"Periodically, newer versions are released for PHP software either due to security flaws or to include additional functionality. Using the latest PHP version for App Service apps is recommended in order to take advantage of security fixes, if any, and/or new functionalities of the latest version. Currently, this policy only applies to Linux apps.","AuditIfNotExists, Disabled",3:00:00,7261b898-8a84-4db8-9e04-18527132abb3)
9 AppService,"Ensure that 'PHP version' is the latest, if used to run the web app",CIS Microsoft Azure Foundations Benchmark recommendation 9.6,Shared,Remediate information system flaws,CMA_0427 - Remediate information system flaws,"Manual, Disabled",1:00:00,be38a620-000b-21cf-3cb3-ea151b704c3b)
9 AppService,"Ensure that 'Python version' is the latest, if used to run the web app",CIS Microsoft Azure Foundations Benchmark recommendation 9.7,Shared,---,---,---,---,
9 AppService,"Ensure that 'Python version' is the latest, if used to run the web app",CIS Microsoft Azure Foundations Benchmark recommendation 9.7,Shared,App Service apps that use Python should use the latest 'Python version',"Periodically, newer versions are released for Python software either due to security flaws or to include additional functionality. Using the latest Python version for App Service apps is recommended in order to take advantage of security fixes, if any, and/or new functionalities of the latest version. This policy only applies to Linux apps.","AuditIfNotExists, Disabled",4:00:00,7008174a-fd10-4ef0-817e-fc820a951d73)
9 AppService,"Ensure that 'Python version' is the latest, if used to run the web app",CIS Microsoft Azure Foundations Benchmark recommendation 9.7,Shared,Function apps that use Python should use the latest 'Python version',"Periodically, newer versions are released for Python software either due to security flaws or to include additional functionality. Using the latest Python version for Function apps is recommended in order to take advantage of security fixes, if any, and/or new functionalities of the latest version. This policy only applies to Linux apps since Python is not supported on Windows apps.","AuditIfNotExists, Disabled",4:00:00,7238174a-fd10-4ef0-817e-fc820a951d73)
9 AppService,"Ensure that 'Python version' is the latest, if used to run the web app",CIS Microsoft Azure Foundations Benchmark recommendation 9.7,Shared,Remediate information system flaws,CMA_0427 - Remediate information system flaws,"Manual, Disabled",1:00:00,be38a620-000b-21cf-3cb3-ea151b704c3b)
9 AppService,"Ensure that 'Java version' is the latest, if used to run the web app",CIS Microsoft Azure Foundations Benchmark recommendation 9.8,Shared,---,---,---,---,
9 AppService,"Ensure that 'Java version' is the latest, if used to run the web app",CIS Microsoft Azure Foundations Benchmark recommendation 9.8,Shared,App Service apps that use Java should use the latest 'Java version',"Periodically, newer versions are released for Java software either due to security flaws or to include additional functionality. Using the latest Java version for web apps is recommended in order to take advantage of security fixes, if any, and/or new functionalities of the latest version. Currently, this policy only applies to Linux apps.","AuditIfNotExists, Disabled",3:00:00,496223c3-ad65-4ecd-878a-bae78737e9ed)
9 AppService,"Ensure that 'Java version' is the latest, if used to run the web app",CIS Microsoft Azure Foundations Benchmark recommendation 9.8,Shared,Function apps that use Java should use the latest 'Java version',"Periodically, newer versions are released for Java software either due to security flaws or to include additional functionality. Using the latest Java version for Function apps is recommended in order to take advantage of security fixes, if any, and/or new functionalities of the latest version. Currently, this policy only applies to Linux apps.","AuditIfNotExists, Disabled",3:00:00,9d0b6ea4-93e2-4578-bf2f-6bb17d22b4bc)
9 AppService,"Ensure that 'Java version' is the latest, if used to run the web app",CIS Microsoft Azure Foundations Benchmark recommendation 9.8,Shared,Remediate information system flaws,CMA_0427 - Remediate information system flaws,"Manual, Disabled",1:00:00,be38a620-000b-21cf-3cb3-ea151b704c3b)
9 AppService,"Ensure that 'HTTP Version' is the latest, if used to run the web app",CIS Microsoft Azure Foundations Benchmark recommendation 9.9,Shared,---,---,---,---,
9 AppService,"Ensure that 'HTTP Version' is the latest, if used to run the web app",CIS Microsoft Azure Foundations Benchmark recommendation 9.9,Shared,App Service apps should use latest 'HTTP Version',"Periodically, newer versions are released for HTTP either due to security flaws or to include additional functionality. Using the latest HTTP version for web apps to take advantage of security fixes, if any, and/or new functionalities of the newer version. Currently, this policy only applies to Linux web apps.","AuditIfNotExists, Disabled",3:00:00,8c122334-9d20-4eb8-89ea-ac9a705b74ae)
9 AppService,"Ensure that 'HTTP Version' is the latest, if used to run the web app",CIS Microsoft Azure Foundations Benchmark recommendation 9.9,Shared,Function apps should use latest 'HTTP Version',"Periodically, newer versions are released for HTTP either due to security flaws or to include additional functionality. Using the latest HTTP version for web apps to take advantage of security fixes, if any, and/or new functionalities of the newer version. Currently, this policy only applies to Linux apps.","AuditIfNotExists, Disabled",3:00:00,e2c1c086-2d84-4019-bff3-c44ccd95113c)
9 AppService,"Ensure that 'HTTP Version' is the latest, if used to run the web app",CIS Microsoft Azure Foundations Benchmark recommendation 9.9,Shared,Remediate information system flaws,CMA_0427 - Remediate information system flaws,"Manual, Disabled",1:00:00,be38a620-000b-21cf-3cb3-ea151b704c3b)
